stars,comment,title,review_date
5.0,"









  
  
    
  Nice product for large storage & fast transferring,i bought it for my akaso V50 elite action camera.

  
","SUPER STORAGE,FAST TRANSFER",12-Dec-19
5.0,"









  
  
    
  Ordered for other sd card. Corrupted ! If you have Samsung mobile. Then purchase Samsung sd card only.

  
",Nice result,29-Jun-20
5.0,"









  
  
    
  Samsung = Good Quality & ReliableSmall & CompactEasy to insert into the cellphoneIncreases the memory of the cellphone instantly

  
",Samsung = Good Quality & Reliable,18-Jul-19
1.0,"









  
  
    
  Dislike -Storage Capacity not upto the mark. Getting 119gb instead of 128gb. I think I've to pay extra 200-300 Rs. for remaining space to Amazon 👿👿👿Like - Nothing to say... it's Easy to install 😜

  
",Storage Capacity of 128gb card you getting...,08-Jul-19
5.0,"









  
  
    
  As per my expectation it is Awesome product. Transfer speed is very good. Product delivered at time. Overall performance of the product is good. 😊😊👌👌

  
",As per my expectation it is Awesome product. Transfer speed is very good,25-May-18
4.0,"









  
  
    
  Storage capacity - okValue for money - okEasy to install - okBut ye dekhna padega ki aap card ko kis use m lete ho agar aap normal storage.  ( media ) ke lye lete ho to ye card best h lekin app install or reloading ke lye ye card not ok ..

  
",Satisfaction,18-Oct-19
5.0,"









  
  
    
  Nice one. Using for Samsung Galaxy On Max. No lag. Might be compatible with J7 Max as well.

  
",Five Stars,05-May-18
4.0,"









  
  
    
  It's Very Good In DurabilityStorage is 63G.B. Which Is AwesomeAnd It's Water Resistance..Best To Buy Samsung SD CardBecause It's Trustworthy And Best Quality Purpose.. It's Fantastic.. 😃

  
",Best In Budget 64gb Memory Card,05-Nov-19
5.0,"









  
  
    
  It has been 3 months....is working okay. Will update if Something goes wrong...Write Speed Max: 25MB/sRead Speed Max : 80 MB/s

  
",Works Fine,04-Dec-18
1.0,"









  
  
    
  Very bad experience after 6 months. Unable to delete &  paste anything. Unable to format with any OS .No any recovery for this card.

  
",Very bad card experience,11-Dec-17
4.0,"









  
  
    
  Performs well and got it for the right price too. Ran some tests and found it to write @60MB/sec and read @85MB/sec when connected directly in SD card slot with the micro adaptor provided.When connected via a USB 3.0 adaptor, the speeds were; write @33MB/sec and read @33MB/sec

  
",Good product,19-Jan-19
3.0,"









  
  
    
  I bought this for higher speed, but when I checked it in my laptop read speed is around 22mb and write speed 18mb. There is no point in spending money for U3, class 10 is good enough.

  
",Speed is not as advertised,13-Jul-19
4.0,"









  
  
    
  One of best card.  I'm using since last 1 year.  No problems in any  of the aspect.  No hanging...  No virus attack...  4.5*

  
",One of best card to have.,11-Aug-18
5.0,"









  
  
    
  For storagw is good, i bought this item to clear my ram storage and to move ram data to external for better experience while playing PUBG Mobile, after install this SD card facing more issues in Pubg lagging phone getting hot.

  
",Good for storage,31-Oct-17
5.0,"









  
  
    
  I am using this SD card for 5 months and still I am satisfied with it. It has amazing trasfering speed. I would recommend everyone to buy it without thinking twise...

  
",GO FOR IT......,10-Nov-18
5.0,"









  
  
    
  Good speed and easy to install. Comes with an adapter, so easy to read on a computer. Fast delivery.

  
","Fast shipping and delivery, great product",26-Apr-19
5.0,"









  
  
    
  Excellent Micro SD Card Its Work very good it is Samsung SD Card Samsung Evo + SD Cards. it Will Work Great...Performance Also is very Good I like it........

  
",Excellent Micro SD Card Its Work very good it is ...,02-Mar-18
1.0,"









  
  
    
  I am very excited to use Samsung 128GB Micro SD Card... But i am very disappointed. It shows on 25GB of total space instead of 128GB.

  
",I never expect this from Samsung,17-Oct-19
5.0,"









  
  
    
  Memory card has a very fast fast transfer rate of around constant 20mbps. Looks doesn't matter that much as they inside always but performance wise it's great.

  
",Great performance,04-Dec-18
5.0,"









  
  
    
  Friends, I think it is one of the best memory card in the world. Really samsung designed a fast working memroy card for us and amazon giving us a best price of this product. You can buy this in different storage size.

  
",Best ever memory card. Amazing Product,11-Dec-17
5.0,"









  
  
    
  I got this product in the prime day sale with heavy discount at just ₹450 .I suggest to everyone to buy this product .

  
",At it's best,08-Jun-18
5.0,"









  
  
    
  Samsung is always good in memory card. Good capacity storage and work very well. J am review this after one year using

  
",I am using this from one year and it's working very well,18-Feb-18
5.0,"









  
  
    
  This is the best mc with all Important specifications like sock proof,x Ray proof, temperature proof.keep in mind that it is NOT WATER RESISTANCE I tested it.but instead a good mc.Thangs to Amazon who deliver this mighty product safely to your house with out any damage.

  
",Best memory card for 64gb of space at this price.,12-Oct-18
1.0,"









  
  
    
  It is a worst product , after 15 days it get corrupt even you cant get service. when i talked to samsung care and distributor, they need  back this chip by hand on lucknow or ghaziabad location then they will change it.

  
",Worst Product,18-Nov-18
3.0,"









  
  
    
  Good product....toshiba exceria is better ...but then its more expensive as it U3

  
",Good,06-Jan-19
5.0,"









  
  
    
  It was a great buy, if you are having doubts, don't worry just go for it and you will not regret. Great writing and reading speed, writing speed is 30mbps which is best in this budget. Else everything is working just right uptil now.

  
","Nice Buy, decent product.",10-Feb-20
5.0,"









  
  
    
  Good card. My 2nd purchase. Previous one almost a year old. Never failed till date.Well served.This one is class 3, serves well for 4k/UHD recordings.

  
",2nd purchase,24-Sep-17
5.0,"









  
  
    
  Using it for RS PI 4, So far it's working great without any issues.

  
",Good ReliableCard,22-Sep-19
5.0,"









  
  
    
  Quick delivery.Product quality as expected.Storage capacity somewhat less than 32gb.Anyhow, value for money.

  
",Samsung 32gb EVO sd card,04-Dec-18
4.0,"









  
  
    
  Working well and has been using it on DVR; copying speed to MAC from the card is a tad slow but seems decent recording speed on the DVR.

  
",Good,11-Dec-17
5.0,"









  
  
    
  If you wish to buy memory card you must buy Samsung Memory card EVO Ultra 3 because u access the file very fast if 4K video if play without break.

  
",EVO U3 is Great,31-Jul-20
4.0,"









  
  
    
  Samsung name is enough to discribe the quality of card.

  
",Good,12-Jun-17
5.0,"









  
  
    
  Just wow for smartphones!Read speed 100mbps & write speed 60mbps.Cant say about durability as just today installed in my Realme X2.

  
",Awesome SDXC Card,28-Oct-18
4.0,"









  
  
    
  Extremely good memory card , even after heavy uses memory card is working very smooth without any error over all i will just say # must buy product

  
","Extremely best product,good performance even after  heavy uses",02-Feb-20
5.0,"









  
  
    
  A trusted brand and product that is good in quality.

  
",Perfect blend of storage capacity and price,26-Feb-20
5.0,"









  
  
    
  Got original product. I did not run any read/write speed tests but general observation when copying data from my mac to this SD card was blazing fast!

  
",Samsung original - working as expected,04-Dec-18
5.0,"









  
  
    
  Using it for my Samsung Tab A

  
",Nice,04-Dec-18
5.0,"









  
  
    
  I bought 32gb evo... found it to be good,so i got this 64gb evo plus . In one word best in class

  
",Evo series are best,31-Oct-19
